GO:0000001	mitochondrion inheritance
GO:0047216	inositol 3-alpha-galactosyltransferase activity
GO:0047217	sucrose-1,6-alpha-glucan 3(6)-alpha-glucosyltransferase activity
GO:0047218	hydroxycinnamate 4-beta-glucosyltransferase activity
GO:0047219	monoterpenol beta-glucosyltransferase activity
GO:0047220	galactosylxylosylprotein 3-beta-galactosyltransferase activity
GO:0047221	sn-glycerol-3-phosphate 2-alpha-galactosyltransferase activity
GO:0047222	mannotetraose 2-alpha-N-acetylglucosaminyltransferase activity
GO:0047223	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity
GO:0047224	acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity
GO:0047225	acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity
GO:0047227	indolylacetyl-myo-inositol galactosyltransferase activity
GO:0047228	1,2-diacylglycerol 3-glucosyltransferase activity
GO:0047229	13-hydroxydocosanoate 13-beta-glucosyltransferase activity
GO:0047230	flavonol-3-O-glucoside L-rhamnosyltransferase activity
GO:0047231	pyridoxine 5'-O-beta-D-glucosyltransferase activity
GO:0047232	galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,6-N-acetylglucosaminyltransferase activity
GO:0047233	N-acetylneuraminylgalactosylglucosylceramide beta-1,4-N-acetylgalactosaminyltransferase activity
GO:0047234	raffinose-raffinose alpha-galactotransferase activity
GO:0047235	sucrose 6F-alpha-galactotransferase activity
GO:0047236	methyl-ONN-azoxymethanol beta-D-glucosyltransferase activity
GO:0047237	glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase activity
GO:0047238	glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity
GO:0047239	hydroxymandelonitrile glucosyltransferase activity
GO:0047240	lactosylceramide beta-1,3-galactosyltransferase activity
GO:0047241	lipopolysaccharide N-acetylmannosaminouronosyltransferase activity
GO:0047242	hydroxyanthraquinone glucosyltransferase activity
GO:0047243	flavanone 7-O-beta-glucosyltransferase activity
GO:0047244	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity
GO:0047245	N-acetylglucosaminyldiphosphoundecaprenol glucosyltransferase activity
GO:0047246	luteolin-7-O-glucuronide 7-O-glucuronosyltransferase activity
GO:0047247	luteolin-7-O-diglucuronide 4'-O-glucuronosyltransferase activity
GO:0047248	nuatigenin 3-beta-glucosyltransferase activity
GO:0047249	sarsapogenin 3-beta-glucosyltransferase activity
GO:0047250	4-hydroxybenzoate 4-O-beta-D-glucosyltransferase activity
GO:0047251	thiohydroximate beta-D-glucosyltransferase activity
GO:0047252	beta-mannosylphosphodecaprenol-mannooligosaccharide 6-mannosyltransferase activity
GO:0047253	alpha-1,6-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase activity
GO:0047254	2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucosyltransferase activity
GO:0047255	galactogen 6-beta-galactosyltransferase activity
GO:0047256	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity
GO:0047257	diglucosyl diacylglycerol synthase activity
GO:0047258	sphingosine beta-galactosyltransferase activity
GO:0047259	glucomannan 4-beta-mannosyltransferase activity
GO:0047260	alpha,alpha-trehalose-phosphate synthase (GDP-forming) activity
GO:0047261	steroid N-acetylglucosaminyltransferase activity
GO:0047262	polygalacturonate 4-alpha-galacturonosyltransferase activity
GO:0047263	N-acylsphingosine galactosyltransferase activity
GO:0047264	heteroglycan alpha-mannosyltransferase activity
GO:0047265	poly(glycerol-phosphate) alpha-glucosyltransferase activity
GO:0047266	poly(ribitol-phosphate) beta-glucosyltransferase activity
GO:0047267	undecaprenyl-phosphate mannosyltransferase activity
GO:0047268	galactinol-raffinose galactosyltransferase activity
GO:0047269	poly(ribitol-phosphate) N-acetylglucosaminyltransferase activity
GO:0047270	lipopolysaccharide glucosyltransferase II activity
GO:0047271	glycosaminoglycan galactosyltransferase activity
GO:0047272	phosphopolyprenol glucosyltransferase activity
GO:0047273	galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase activity
GO:0047274	galactinol-sucrose galactosyltransferase activity
GO:0047275	glucosaminylgalactosylglucosylceramide beta-galactosyltransferase activity
GO:0047276	N-acetyllactosaminide 3-alpha-galactosyltransferase activity
GO:0047277	globoside alpha-N-acetylgalactosaminyltransferase activity
GO:0047278	bilirubin-glucuronoside glucuronosyltransferase activity
GO:0047279	sn-glycerol-3-phosphate 1-galactosyltransferase activity
GO:0047280	nicotinamide phosphoribosyltransferase activity
GO:0047281	dioxotetrahydropyrimidine phosphoribosyltransferase activity
GO:0047282	dTDP-dihydrostreptose-streptidine-6-phosphate dihydrostreptosyltransferase activity
GO:0047283	dolichyl-phosphate D-xylosyltransferase activity
GO:0047284	dolichyl-xylosyl-phosphate-protein xylosyltransferase activity
GO:0047285	flavonol-3-O-glycoside xylosyltransferase activity
GO:0047286	NAD+-diphthamide ADP-ribosyltransferase activity
GO:0047287	lactosylceramide alpha-2,6-N-sialyltransferase activity
GO:0047288	monosialoganglioside sialyltransferase activity
GO:0047289	galactosyldiacylglycerol alpha-2,3-sialyltransferase activity
GO:0047290	(alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity
GO:0047291	lactosylceramide alpha-2,3-sialyltransferase activity
GO:0047292	trihydroxypterocarpan dimethylallyltransferase activity
GO:0047293	4-hydroxybenzoate nonaprenyltransferase activity
GO:0047294	phosphoglycerol geranylgeranyltransferase activity
GO:0047295	geranylgeranylglycerol-phosphate geranylgeranyltransferase activity
GO:0047296	homospermidine synthase activity
GO:0047297	asparagine-oxo-acid transaminase activity
GO:0047298	(S)-3-amino-2-methylpropionate transaminase activity
GO:0047299	tryptophan-phenylpyruvate transaminase activity
GO:0047300	pyridoxamine-pyruvate transaminase activity
GO:0047301	valine-3-methyl-2-oxovalerate transaminase activity
GO:0047302	UDP-2-acetamido-4-amino-2,4,6-trideoxyglucose transaminase activity
GO:0047303	glycine-oxaloacetate transaminase activity
GO:0047304	2-aminoethylphosphonate-pyruvate transaminase activity
GO:0047305	(R)-3-amino-2-methylpropionate-pyruvate transaminase activity
GO:0047306	D-methionine-pyruvate transaminase activity
GO:0047307	diaminobutyrate-pyruvate transaminase activity
GO:0047308	alanine-oxomalonate transaminase activity
GO:0047309	dihydroxyphenylalanine transaminase activity
GO:0047310	glutamine-scyllo-inositol transaminase activity
GO:0047311	1D-1-guanidino-3-amino-1,3-dideoxy-scyllo-inositol transaminase activity
GO:0047312	phenylalanine(histidine) transaminase activity
GO:0047313	aromatic-amino-acid-glyoxylate transaminase activity
GO:0047315	kynurenine-glyoxylate transaminase activity
GO:0047316	glutamine-phenylpyruvate transaminase activity
GO:0047317	N6-acetyl-beta-lysine transaminase activity
GO:0047319	aspartate-phenylpyruvate transaminase activity
GO:0047320	D-4-hydroxyphenylglycine transaminase activity
GO:0047321	diphosphate-protein phosphotransferase activity
GO:0047322	[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity
GO:0047323	[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity
GO:0047324	phosphoenolpyruvate-glycerone phosphotransferase activity
GO:0047325	inositol tetrakisphosphate 1-kinase activity
GO:0047326	inositol tetrakisphosphate 5-kinase activity
GO:0047327	glycerol-3-phosphate-glucose phosphotransferase activity
GO:0047328	acyl-phosphate-hexose phosphotransferase activity
GO:0047329	phosphoramidate-hexose phosphotransferase activity
GO:0047330	polyphosphate-glucose phosphotransferase activity
GO:0047331	diphosphate-glycerol phosphotransferase activity
GO:0047332	diphosphate-serine phosphotransferase activity
GO:0047333	dihydrostreptomycin-6-phosphate 3'-alpha-kinase activity
GO:0047334	diphosphate-fructose-6-phosphate 1-phosphotransferase activity
GO:0047335	3-phosphoglyceroyl-phosphate-polyphosphate phosphotransferase activity
GO:0047336	5-methyldeoxycytidine-5'-phosphate kinase activity
GO:0047337	dolichyl-diphosphate-polyphosphate phosphotransferase activity
GO:0047338	UTP:xylose-1-phosphate uridylyltransferase activity
GO:0047339	nucleoside-triphosphate-hexose-1-phosphate nucleotidyltransferase activity
GO:0047341	fucose-1-phosphate guanylyltransferase activity
GO:0047342	galactose-1-phosphate thymidylyltransferase activity
GO:0047343	glucose-1-phosphate cytidylyltransferase activity
GO:0047344	glucose-1-phosphate guanylyltransferase activity
GO:0047345	ribose-5-phosphate adenylyltransferase activity
GO:0047346	aldose-1-phosphate adenylyltransferase activity
GO:0047347	aldose-1-phosphate nucleotidyltransferase activity
GO:0047348	glycerol-3-phosphate cytidylyltransferase activity
GO:0047349	D-ribitol-5-phosphate cytidylyltransferase activity
GO:0047350	glucuronate-1-phosphate uridylyltransferase activity
GO:0047351	guanosine-triphosphate guanylyltransferase activity
GO:0047352	adenylylsulfate-ammonia adenylyltransferase activity
GO:0047353	N-methylphosphoethanolamine cytidylyltransferase activity
GO:0047354	sphingosine cholinephosphotransferase activity
GO:0047355	CDP-glycerol glycerophosphotransferase activity
GO:0047356	CDP-ribitol ribitolphosphotransferase activity
GO:0047357	UDP-galactose-UDP-N-acetylglucosamine galactose phosphotransferase activity
GO:0047358	UDP-glucose-glycoprotein glucose phosphotransferase activity
GO:0047359	1-alkenyl-2-acylglycerol choline phosphotransferase activity
GO:0047360	undecaprenyl-phosphate galactose phosphotransferase activity
GO:0047361	phosphomannan mannosephosphotransferase activity
GO:0047362	thiosulfate-dithiol sulfurtransferase activity
GO:0047363	triglucosylalkylacylglycerol sulfotransferase activity
GO:0047364	desulfoglucosinolate sulfotransferase activity
GO:0047365	quercetin-3-sulfate 3'-sulfotransferase activity
GO:0047366	quercetin-3-sulfate 4'-sulfotransferase activity
GO:0047367	quercetin-3,3'-bissulfate 7-sulfotransferase activity
GO:0047368	UDP-N-acetylgalactosamine-4-sulfate sulfotransferase activity
GO:0047369	succinate-hydroxymethylglutarate CoA-transferase activity
GO:0047370	succinate-citramalate CoA-transferase activity
GO:0047371	butyrate-acetoacetate CoA-transferase activity
GO:0047372	acylglycerol lipase activity
GO:0047373	acetoxybutynylbithiophene deacetylase activity
GO:0047374	methylumbelliferyl-acetate deacetylase activity
GO:0047375	N-acetylgalactosaminoglycan deacetylase activity
GO:0047376	all-trans-retinyl-palmitate hydrolase activity
GO:0047377	5-(3,4-diacetoxybut-1-ynyl)-2,2'-bithiophene deacetylase activity
GO:0047378	acetylalkylglycerol acetylhydrolase activity
GO:0047379	ADP-dependent short-chain-acyl-CoA hydrolase activity
GO:0047380	ADP-dependent medium-chain-acyl-CoA hydrolase activity
GO:0047381	dodecanoyl-[acyl-carrier-protein] hydrolase activity
GO:0047382	methylphosphothioglycerate phosphatase activity
GO:0047383	guanidinodeoxy-scyllo-inositol-4-phosphatase activity
GO:0047384	[hydroxymethylglutaryl-CoA reductase (NADPH)]-phosphatase activity
GO:0047385	[3-methyl-2-oxobutanoate dehydrogenase (lipoamide)]-phosphatase activity
GO:0047386	fructose-2,6-bisphosphate 6-phosphatase activity
GO:0047387	serine-ethanolaminephosphate phosphodiesterase activity
GO:0047388	adenylyl-[glutamate-ammonia ligase] hydrolase activity
GO:0047389	glycerophosphocholine phosphodiesterase activity
GO:0047390	glycerophosphocholine cholinephosphodiesterase activity
GO:0047391	alkylglycerophosphoethanolamine phosphodiesterase activity
GO:0047392	CMP-N-acylneuraminate phosphodiesterase activity
GO:0047393	glycerol-1,2-cyclic-phosphate 2-phosphodiesterase activity
GO:0047394	glycerophosphoinositol inositolphosphodiesterase activity
GO:0047395	glycerophosphoinositol glycerophosphodiesterase activity
GO:0047396	glycosylphosphatidylinositol diacylglycerol-lyase activity
GO:0047397	dolichylphosphate-glucose phosphodiesterase activity
GO:0047398	dolichylphosphate-mannose phosphodiesterase activity
GO:0047399	glucose-1-phospho-D-mannosylglycoprotein phosphodiesterase activity
GO:0047400	phosphonoacetate hydrolase activity
GO:0047401	trithionate hydrolase activity
GO:0047402	protein-glucosylgalactosylhydroxylysine glucosidase activity
GO:0047403	lacto-N-biosidase activity
GO:0047404	glucuronosyl-disulfoglucosamine glucuronidase activity
GO:0047405	pyrimidine-5'-nucleotide nucleosidase activity
GO:0047406	beta-aspartyl-N-acetylglucosaminidase activity
GO:0047407	ADP-ribosyl-[dinitrogen reductase] hydrolase activity
GO:0047408	alkenylglycerophosphocholine hydrolase activity
GO:0047409	alkenylglycerophosphoethanolamine hydrolase activity
GO:0047410	N-formylmethionylaminoacyl-tRNA deformylase activity
GO:0047411	2-(acetamidomethylene)succinate hydrolase activity
GO:0047412	N-(long-chain-acyl)ethanolamine deacylase activity
GO:0047413	N(alpha)-benzyloxycarbonylleucine hydrolase activity
GO:0047414	2-(hydroxymethyl)-3-(acetamidomethylene)succinate hydrolase activity
GO:0047415	D-benzoylarginine-4-nitroanilide amidase activity
GO:0047416	arylalkyl acylamidase activity
GO:0047417	N-carbamoyl-D-amino acid hydrolase activity
GO:0047418	phthalyl amidase activity
GO:0047420	N-acyl-D-amino-acid deacylase activity
GO:0047421	N-acyl-D-glutamate deacylase activity
GO:0047422	N-acyl-D-aspartate deacylase activity
GO:0047423	N-methylhydantoinase (ATP-hydrolyzing) activity
GO:0047424	methylenediurea deaminase activity
GO:0047425	1-pyrroline-4-hydroxy-2-carboxylate deaminase activity
GO:0047426	ricinine nitrilase activity
GO:0047427	cyanoalanine nitrilase activity
GO:0047428	arylacetonitrilase activity
GO:0047429	nucleoside-triphosphate diphosphatase activity
GO:0047430	oligosaccharide-diphosphodolichol diphosphatase activity
GO:0047431	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase activity
GO:0047432	2,2-dialkylglycine decarboxylase (pyruvate) activity
GO:0047433	branched-chain-2-oxoacid decarboxylase activity
GO:0047434	indolepyruvate decarboxylase activity
GO:0047435	5-guanidino-2-oxopentanoate decarboxylase activity
GO:0047436	arylmalonate decarboxylase activity
GO:0047437	4-oxalocrotonate decarboxylase activity
GO:0047438	2-dehydro-3-deoxy-L-pentonate aldolase activity
GO:0047439	3-deoxy-D-manno-octulosonate aldolase activity
GO:0047440	2-dehydro-3-deoxy-D-pentonate aldolase activity
GO:0047441	5-dehydro-2-deoxyphosphogluconate aldolase activity
